filename	ontology_terminal_leaf	sample_name	description	Main.food.description	simple_complex	sample_type	sample_type_aquatic_land	sample_type_group1	sample_type_group2	sample_type_group3	sample_type_group4	sample_type_group5	sample_type_group6	sample_type_groupB1	sample_type_groupB2	sample_type_groupB3	sample_type_common	type_of_cuisine_ethnicity	common_meal_type	vegan	organic	gluten_free	gmo	homemade_homegrown	processed_method	processed_method_jps	fermented	contains_live_active_cultures	contains_live_active_cultures_specific	raw_processed	raw_pasteurized	botanical_genus	botanical_genus_species	botanical_anatomy	botanical_family	plant_color	collection_timestamp	best_by	elevation	geo_loc_name	location_sampled	latitude	longitude	origin_country	origin_state	grocerystore_restaurant_etc	Vendor_store	source_categorical	distributor_brand	ingredients_1	ingredients_2	ingredients_3	ingredients_4	ingredients_5	ingredients_6	ingredients_7	empo_1	empo_2	empo_3	additives	additives_specific	Food_coloring	Food_coloring_specific	sugar_added	sugar_refined	superfood	animal_product_substitute	animal_source	animal_source_specific	caffeinated	cheese_sample_type	cheese_part	cheese_texture	contains_chocolate	flesh_only_or_with_peel	solid_liquid	texture	tea_quality	tea_type	brand_roast_unique	project	washed_not	washed_specific	known_contamination	touch_animal_product	upc	FoodCode	ndb_number	ndb_description	packaging	packaging_specific	participant_notes	purchase_notes
G78863_rerun_5ul_RE2_01_17697.mzXML	adzuki bean	11442.G78863	boiled adzuki beans	Mung_beans_NS_as_to_fat_added_in_cooking	simple	food	land	plant	fruit	legume	legume	bean	adzuki bean	not applicable	not applicable	not applicable	bean	not applicable	not applicable	yes	yes	yes	no	no	boiled	high heat	no	no	not applicable	processed	not applicable	Vigna	vigna angularis	seed	Fabaceae	not collected	8/31/17 21:20	not collected	193	USA:CA:San Diego	Whole foods La Jolla Village:Whole foods bulk bin	32.842	-117.258	not collected	not collected	store	Whole Foods Market	store	not collected	adzuki bean	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	41108020	16002	Beans, adzuki, mature seeds, cooked, boiled, without salt	none	not collected	switched bottles with forbidden rice	none
G78864_RC2_01_17558.mzXML	forbidden rice	11442.G78864	boiled forbidden rice	Rice_cooked_NFS	simple	food	land	plant	fruit	grain/grass	grain/grass	rice	forbidden rice	not applicable	not applicable	not applicable	grain	not collected	not applicable	yes	yes	yes	no	no	boiled	high heat	no	no	not applicable	processed	not applicable	oryza	oryza sativa	seed	Poaceae	not collected	8/31/17 21:59	not collected	193	USA:CA:San Diego	Whole foods La Jolla Village:Whole foods bulk bin	32.842	-117.258	China	not applicable	store	Whole Foods Market	store	not collected	forbidden rice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not collected	56205000	45291809	BLACK RICE	none	not applicable	some ethanol in dry	none
G78865_5x_rerun_BF12_01_20100.mzXML	grain/grass	11442.G78865	Marzen/Octoberfest-style ale grain mixture, before steeping	Grain_mixture_only_brewing	complex	food	land	plant	fruit	grain/grass	grain/grass	complex	complex	not applicable	not applicable	not applicable	brewing grain mix	German	not applicable	yes	no	no	not collected	no	not applicable	not applicable	no	no	not applicable	raw	raw	not applicable	not applicable	not applicable	not collected	brown	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	store	Ballast Point Brew Mart	store	Ballast Point	malt	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	not applicable	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	rough	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	57808000	not applicable	not applicable	paper / cardboard	not collected	not collected	ingredients from Ballast Point Brew Mart
G78866_5x_BE12_01_20016.mzXML	grain/grass	11442.G78866	Marzen/Octoberfest-style ale grain mixture, after steeping	Grain_mixture_only_brewing	complex	food	land	plant	fruit	grain/grass	grain/grass	complex	complex	not applicable	not applicable	not applicable	brewing grain mix	German	not applicable	yes	no	no	not collected	yes	steeped	high heat	no	no	not applicable	processed	raw	not applicable	not applicable	not applicable	not collected	brown	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	store	Ballast Point Brew Mart	store	Ballast Point	malt	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	not applicable	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not applicable	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	57808000	not applicable	not applicable	metal	not collected	not collected	ingredients from Ballast Point Brew Mart
G78867_5x_rerun_BG12_01_20105.mzXML	grain/grass	11442.G78867	Pumpkin ale grain mixture, before steeping	Grain_mixture_only_brewing	complex	food	land	plant	fruit	grain/grass	grain/grass	complex	complex	not applicable	not applicable	not applicable	brewing grain mix	American	not applicable	yes	no	no	not collected	no	not applicable	not applicable	no	no	not applicable	raw	raw	not applicable	not applicable	not applicable	not collected	white	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	store	Ballast Point Brew Mart	store	Ballast Point	malt	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	not applicable	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	rough	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	57808000	not applicable	not applicable	paper / cardboard	not collected	not collected	ingredients from Ballast Point Brew Mart
G78868_5x_10ul_BA12_01_19881.mzXML	grain/grass	11442.G78868	Pumpkin ale grain mixture, after steeping	Grain_mixture_only_brewing	complex	food	land	plant	fruit	grain/grass	grain/grass	complex	complex	not applicable	not applicable	not applicable	brewing grain mix	American	not applicable	yes	no	no	not collected	yes	steeped	high heat	no	no	not applicable	processed	raw	not applicable	not applicable	not applicable	not collected	white	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	CA	store	Ballast Point Brew Mart	store	Ballast Point	malt	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	not applicable	not applicable	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not applicable	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	57808000	not applicable	not applicable	metal	not collected	not collected	ingredients from Ballast Point Brew Mart
G78869_5x_RE6_01_19523.mzXML	crystal hops	11442.G78869	Crystal hops pellet	Grain_mixtures_zoo_foods_other_plant	simple	food	land	plant	vegetable/herb	vegetable/herb	vegetable	hops	crystal hops	not applicable	not applicable	not applicable	brewing hops	American	not applicable	yes	no	yes	not collected	no	compacted	no heat	no	no	not applicable	processed	not applicable	Humulus	Humulus lupulus	flower	Cannabaceae	not applicable	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	not collected	store	Ballast Point Brew Mart	store	Ballast Point	hops	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood 	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	smooth	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	58600000	not applicable	not applicable	plastic	not collected	none	none
G78870_5x_10ul_RG6_01_19555.mzXML	styrian golding hops	11442.G78870	Styrian Golding hops pellet	Grain_mixtures_zoo_foods_other_plant	simple	food	land	plant	vegetable/herb	vegetable/herb	vegetable	hops	styrian golding hops	not applicable	not applicable	not applicable	brewing hops	American	not applicable	yes	no	yes	not collected	no	compacted	no heat	no	no	not applicable	processed	not applicable	Humulus	Humulus lupulus	flower	Cannabaceae	not applicable	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	not collected	store	Ballast Point Brew Mart	store	Ballast Point	hops	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood 	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	smooth	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	58600000	not applicable	not applicable	plastic	not collected	none	ingredients from Ballast Point Brew Mart
G78871_5x_RA8_01_20127.mzXML	herb/spice	11442.G78871	Pumpkin beer spice mix	Other_vegetables_spices_mix_NFS	complex	food	land	plant	vegetable/herb	vegetable/herb	herb/spice	complex	complex	not applicable	not applicable	not applicable	brewing spice mix	American	not applicable	yes	no	yes	no	yes	mixed	no heat, mixed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	9/3/17 0:00	not applicable	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	not collected	not collected	store	Ralphs	store	not applicable	cinnamon	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	no	no	no	not applicable	not applicable	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	rough	not applicable	not applicable	not entered	y	not applicable	not applicable	no	no	not applicable	75250000	not applicable	not applicable	plastic	not collected	not collected	none
G78872_1x_RC1_01_23281.mzXML	filet mignon	11442.G78872	raw filet mignon	Beef_steaks_and_meat_raw	simple	food	land	animal	animal	meat	cow	beef	filet mignon	not applicable	not applicable	not applicable	raw meat	not applicable	not applicable	no	no	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	raw	not applicable	not applicable	not applicable	not collected	not applicable	9/22/17 22:00	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	not collected	store	Ralphs	store	not collected	Filet Mignion	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	cow	tenderloin	no	not applicable	not applicable	not applicable	no	not applicable	solid	smooth	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	21110000	45201311	FILET MIGNON	plastic	not collected	not collected	none
G78873_1x_RB11_01_23277.mzXML	beef tenderloin	11442.G78873	cooked filet mignon	Beef_steaks_and_meat_cooked	complex	food	land	animal	animal	meat	cow	beef	beef tenderloin	not applicable	not applicable	not applicable	meat	not applicable	not applicable	no	no	yes	no	no	cooked	high heat	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	9/3/17 22:00	not collected	193	USA:CA:San Diego	San Diego:home	32.842	-117.258	USA	not collected	store	Ralphs	store	not collected	Filet Mignion	olive oil	pepper	salt	not applicable	not applicable	not applicable	host-associated	animal	animal-corpus	natural	cayenne; salt; pepper; oil	no	no	no	no	non_superfood	no	cow	tenderloin	no	not applicable	not applicable	not applicable	no	not applicable	solid	rough	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not applicable	21120000	45201311	FILET MIGNON	metal	not collected	not collected	none
G78874_BA4_01_18638.mzXML	complex	11442.G78874	chicken (breast) cooked	Chicken_breast_NS_as_to_cooking_method_NS_as_to_skin_eaten	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	chicken	not applicable	not applicable	no	yes	yes	no	yes	cooked	high heat	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	9/4/17 0:00	not collected	193	USA:CA:San Diego	Denver, CO	32.842	-117.258	USA	CO	home kitchen	homemade	store	homemade	chicken	dried lemon peel	pepper	salt	not applicable	not applicable	not applicable	host-associated	not applicable	not applicable	yes	lemon;salt;pepper	no	not applicable	no	no	not applicable	no	chicken	breast	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	24120100	not applicable	not applicable	none	not applicable	none	none
G78875_BD3_01_18683.mzXML	complex	11442.G78875	chicken (breast) raw	Chicken_breast_raw	complex	food	land	complex	complex	complex	complex	complex	complex	not applicable	not applicable	not applicable	chicken	not applicable	not applicable	no	yes	yes	no	yes	not applicable	not applicable	no	no	not applicable	raw	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	9/4/17 0:00	not collected	193	USA:CA:San Diego	Denver, CO	32.842	-117.258	USA	CO	home kitchen	homemade	store	homemade	chicken	dried lemon peel	pepper	salt	not applicable	not applicable	not applicable	host-associated	not applicable	not applicable	yes	lemon;salt;pepper	no	not applicable	no	no	not applicable	no	chicken	breast	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	24121000	not applicable	not applicable	none	not applicable	none	none
G78876_BG3_01_18742.mzXML	duck breast	11442.G78876	duck (breast) raw	Duck_raw	simple	food	land	animal	animal	poultry	waterfowl	duck	duck breast	not applicable	not applicable	not applicable	raw meat	not applicable	not applicable	no	yes	yes	no	yes	not applicable	not applicable	no	no	not applicable	raw	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	9/5/17 0:00	not collected	193	USA:CA:San Diego	Denver, CO	32.842	-117.258	USA	CO	home kitchen	homemade	store	homemade	duck	salt	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	duck	breast	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	not collected	24303000	5145	Duck, wild, breast, meat only, raw	none	not applicable	none	none
